Lemma	Count	Positive	Negative	Not positive	Authors count	Positive authors	Negative authors	Not positive authors	Татарстан		Волынская область		?Петропавловская область		Тюменская область		Удмуртия		Пермский край		Ставропольский край		Адыгея		Закарпатская область		Челябинская область		Литва		Сахалинская область		Мурманская область		Тува		Ненецкий АО		Хабаровский край		Казахстан		Алтайский край		Таймыр		Николаевская область		Киевская область		Восточно-Казахстанская область		Брестская область		Крым		Чувашия		Свердловская область		Полтавская область		Белоруссия		Забайкальский край		Киев		Узбекистан		Абхазия		Оренбургская область		Красноярский край		Республика Алтай		Новосибирская область		Томская область		Западная Сибирь		Новгородская область		Калининградская область		Самарская область		Ханты-Мансийский АО		Приморский край		Западно-Казахстанская область		Донецкая область		Киргизия		Иркутская область		Карелия		Ленинградская область		Чукотский АО		Туркмения		Калмыкия		Грузия		Омская область		Камчатский край		Москва		Дальний Восток		Мордовия		?Сибирский ФО		Магаданская область		Хакасия		Московская область		Запорожская область		Павлодарская область		Карагандинская область		Ивановская область		Смоленская область		Гомельская область		Брянская область		Марий Эл		Латвия		Карачаево-Черкесия		Пензенская область		Алма-Ата		Ингушетия		Гродненская область		Якутия		Коми		Орловская область		Воронежская область		Псковская область		Тамбовская область		Черниговская область		Астраханская область		Саратовская область		Азербайджан		Харьковская область		Минская область		Житомирская область		Ивано-Франковск		Тверская область		Башкирия		Кабардино-Балкария		Костанайская область		Молдавия		Урал		Нижегородская область		Липецкая область		Вологодская область		Одесская область		Курганская область		Костромская область		Амурская область		Днепропетровская область		Бурятия		Украина		Кировская область		Еврейская АО		Калужская область		Ростовская область		Краснодарский край		Петербург		Архангельская область		Луганская область		Владимирская область		Северная Осетия		Херсонская область		Кемеровская область		Львовская область		Тульская область		Рязанская область		Дагестан		Курская область		Ярославская область		Сумская область		Волгоградская область		Белгородская область		Армения		Ульяновская область		Эстония		Ямало-Ненецкий АО		Чечня		Черновицкая область		Other Locs
муль	733	0	403	330	511	0	278	233	6	6	0	0	0	0	5	4	3	3	10	7	7	4	0	0	1	1	7	5	0	0	0	0	3	2	4	1	0	0	0	0	24	17	4	3	0	0	0	0	0	0	3	2	2	1	4	3	1	1	9	5	4	3	14	7	0	0	15	12	0	0	0	0	7	4	1	1	0	0	6	5	2	2	21	17	0	0	2	1	11	7	2	2	0	0	0	0	8	5	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	4	3	2	1	59	36	3	2	5	3	28	21	1	1	0	0	7	5	4	3	0	0	1	1	2	2	4	2	8	4	3	2	1	1	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	1	0	0	0	0	1	1	3	2	0	0	8	4	0	0	2	1	0	0	0	0	11	8	1	1	0	0	0	0	24	17	1	1	6	4	4	4	5	3	1	1	0	0	0	0	8	4	0	0	105	71	2	2	0	0	0	0	6	5	4	3	2	1	2	1	4	2	3	2	1	1	0	0	5	4	4	3	3	2	4	3	0	0	1	1	3	2	0	0	4	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	NA=197,140;Южная Корея=1,1;Израиль=1,1;Ирландия=1,1;Норвегия=0,0;Германия=3,2;Россия=117,80;Канада=1,1;Австралия=1,1;Кировоградская область=1,1;Минск=4,2;Винницкая область=4,3;Могилевская область=4,2;Ровненская область=1,1;Астана=2,2;Великобритания=2,2
подклад	729	256	267	206	628	221	236	171	26	22	0	0	1	1	14	13	9	9	31	23	0	0	0	0	0	0	21	19	0	0	4	4	7	6	0	0	0	0	0	0	17	16	1	1	0	0	0	0	1	1	0	0	0	0	2	1	3	3	32	24	1	1	2	2	1	1	17	14	0	0	0	0	2	2	17	16	1	1	16	15	2	2	35	27	1	1	6	6	12	10	2	2	2	2	0	0	4	3	0	0	1	1	2	2	3	3	0	0	0	0	0	0	0	0	11	4	0	0	41	36	6	6	0	0	75	65	0	0	1	1	5	5	2	2	0	0	1	1	0	0	0	0	0	0	3	3	2	2	0	0	0	0	5	5	0	0	0	0	0	0	1	1	2	2	0	0	6	5	0	0	0	0	0	0	1	1	3	3	1	1	6	6	0	0	0	0	0	0	2	2	14	14	1	1	0	0	0	0	69	58	0	0	2	2	14	14	16	10	0	0	0	0	0	0	10	8	3	3	104	87	18	17	0	0	1	1	7	6	3	3	1	1	8	7	3	3	3	3	0	0	2	2	4	4	2	2	1	1	4	3	0	0	0	0	3	2	1	1	5	4	2	2	0	0	5	4	0	0	0	0	0	0	3	3	Хмельницкая область=1,1;NA=79,58;Испания=0,0;?Татарстан=0,0;Витебская область=2,2;Чехия=1,1;Германия=1,1;США=1,1;Кировоградская область=1,1;Винницкая область=1,1;Минск=1,1;Болгария=1,1;Россия=116,102;Китай=1,1;Великобритания=1,1;Астана=3,3
жамка	655	6	315	334	654	6	315	333	11	11	2	2	0	0	1	1	3	3	4	4	1	1	0	0	1	1	4	4	0	0	1	1	1	1	2	2	2	2	2	2	17	17	1	1	1	1	2	2	0	0	2	2	1	1	3	3	4	4	9	9	0	0	6	6	2	2	11	11	0	0	0	0	3	3	7	7	0	0	9	9	2	2	17	17	0	0	2	2	6	6	3	3	2	2	0	0	6	6	0	0	4	4	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	35	35	5	5	2	2	41	41	0	0	2	2	12	12	5	5	0	0	1	1	2	2	1	1	3	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	4	4	2	2	0	0	2	2	0	0	4	4	1	1	6	6	0	0	0	0	0	0	3	3	11	11	0	0	0	0	0	0	19	19	2	2	2	2	2	2	8	8	2	2	1	1	0	0	5	5	1	1	88	88	0	0	0	0	0	0	4	4	6	6	0	0	5	5	3	3	0	0	0	0	1	1	2	2	1	1	2	2	1	1	2	2	0	0	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	2	2	1	1	Хмельницкая область=2,2;NA=228,228;Курганская оласть=1,1;Япония=1,1;Германия=1,1;?=1,1;Россия=98,97;Черкасская область=2,2;Кировоградская область=2,2;Винницкая область=1,1;Минск=3,3;Астана=1,1;Могилевская область=2,2
потеряшка	563	76	279	208	477	65	238	174	8	7	1	1	0	0	11	9	11	9	11	8	0	0	0	0	0	0	9	9	0	0	0	0	4	4	0	0	0	0	3	3	4	4	3	3	0	0	0	0	1	1	1	1	0	0	1	1	0	0	9	7	0	0	2	2	0	0	12	11	0	0	0	0	2	2	1	1	0	0	12	8	0	0	21	17	1	1	2	2	14	12	2	2	0	0	0	0	13	8	0	0	5	4	4	1	0	0	0	0	0	0	1	1	0	0	4	4	0	0	53	43	3	3	1	1	29	24	0	0	1	1	10	9	4	4	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	3	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	3	3	1	1	1	1	0	0	1	1	0	0	5	4	0	0	0	0	0	0	0	0	13	10	0	0	0	0	0	0	34	30	2	2	0	0	5	4	4	4	2	2	0	0	0	0	5	5	1	1	68	56	9	8	0	0	1	1	10	9	6	5	0	0	10	10	5	3	1	1	1	1	1	1	1	1	0	0	3	3	0	0	0	0	3	3	1	1	0	0	14	13	0	0	0	0	1	1	0	0	1	1	0	0	0	0	Италия=0,0;NA=79,67;Финляндия=0,0;Витебская область=2,2;Чехия=0,0;Россия=118,97;Черкасская область=1,1;Минск=11,10;Кировоградская область=2,2;Винницкая область=3,1;Астана=0,0
селюк	544	369	41	134	524	354	37	133	1	1	3	3	0	0	1	1	0	0	0	0	3	1	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	13	13	0	0	2	2	5	5	0	0	0	0	116	111	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	1	1	0	0	1	1	0	0	1	1	0	0	14	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	1	1	0	0	4	4	0	0	1	1	1	1	14	13	0	0	0	0	2	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	21	19	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	1	1	0	0	20	20	0	0	0	0	0	0	28	26	0	0	369	354	0	0	0	0	1	1	1	1	0	0	0	0	0	0	7	7	2	2	1	1	6	5	1	1	11	11	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	1	0	0	4	4	Черкасская область=3,3;Италия=1,1;Швейцария=1,1;Хмельницкая область=2,2;NA=100,99;Испания=1,1;Израиль=1,1;Кировоградская область=0,0;Ровненская область=2,2;Минск=1,1;Винницкая область=4,4;Чехия=2,2;Ивано-Франковская область=4,4;Германия=1,1;Великобритания=2,2;?=1,1;Россия=22,22;Канада=1,1;Тернопольская область=2,2
шаверма	513	16	210	287	421	15	176	230	7	4	1	1	1	1	0	0	3	3	8	7	3	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	2	3	3	3	3	0	0	1	1	0	0	0	0	1	1	1	1	0	0	2	2	0	0	2	2	0	0	9	8	0	0	0	0	0	0	5	5	0	0	6	5	2	2	13	12	0	0	11	8	6	6	2	2	2	2	0	0	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	44	6	5	0	0	24	23	0	0	1	1	4	4	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	3	3	5	5	2	1	0	0	1	1	1	1	1	1	5	5	0	0	0	0	0	0	2	2	5	5	0	0	0	0	0	0	7	7	0	0	4	3	5	3	2	2	1	1	0	0	2	1	2	1	0	0	30	27	1	1	0	0	1	1	7	6	4	4	3	3	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	2	2	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	NA=109,93;Финляндия=1,1;Испания=1,1;Израиль=1,1;Япония=2,1;США=8,5;?Татарстан=1,1;Ивано-Франковская область=1,1;Норвегия=0,0;Германия=2,2;Россия=159,122;Польша=1,1;Минск=0,0;Мадагаскар=0,0;Франция=1,1;Астана=1,1;Афганистан=0,0;Великобритания=0,0
мобиль	497	0	314	183	408	0	256	152	7	7	1	1	0	0	5	4	4	4	9	8	2	1	0	0	0	0	7	6	0	0	1	1	2	2	0	0	0	0	0	0	9	8	0	0	0	0	2	2	0	0	2	2	1	1	4	4	3	3	7	6	5	4	3	2	0	0	17	12	0	0	0	0	1	1	11	5	0	0	3	3	1	1	9	8	1	1	1	1	14	11	1	1	0	0	0	0	6	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	2	33	31	3	3	1	1	35	21	0	0	0	0	13	12	3	3	0	0	0	0	3	2	2	2	0	0	1	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	1	3	2	0	0	1	1	3	2	0	0	0	0	0	0	1	1	0	0	9	7	0	0	3	3	0	0	2	2	10	8	0	0	0	0	0	0	23	20	1	1	0	0	8	4	6	1	2	2	0	0	0	0	9	7	2	1	95	70	0	0	0	0	2	2	4	4	4	4	1	1	6	3	3	3	3	3	0	0	2	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	3	2	3	3	2	2	0	0	1	1	0	0	1	1	0	0	0	0	Хмельницкая область=2,1;NA=87,74;Израиль=1,1;Курганская оласть=7,1;США=1,1;Витебская область=2,1;Чехия=0,0;Россия=83,71;Польша=1,1;Винницкая область=1,1;Минск=3,3;Великобритания=0,0
рыпа	457	0	266	191	398	0	218	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	США=1,1;Минск=0,0;Норвегия=1,1;Астана=15,15;NA=173,162;Испания=1,1;Южная Корея=0,0
Новосиб	453	161	148	144	355	121	120	114	1	1	0	0	0	0	6	6	1	1	5	5	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	5	4	10	4	12	8	0	0	1	1	0	0	9	3	0	0	4	4	1	1	7	4	0	0	1	1	1	1	2	2	0	0	0	0	1	1	18	16	0	0	104	73	6	5	149	108	0	0	0	0	2	2	3	3	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	15	13	0	0	45	39	8	7	0	0	189	144	0	0	2	1	1	1	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	18	15	0	0	5	1	0	0	2	2	1	1	0	0	0	0	0	0	1	1	17	16	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	10	8	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	2	2	0	0	0	0	0	0	0	0	Ямайка=1,1;NA=71,55;Финляндия=0,0;Испания=0,0;США=1,1;Винницкая область=1,1;Астана=1,1;Могилевская область=1,1;Таиланд=7,1;Франция=1,1;Китай=1,1;Германия=1,1;Великобритания=1,1;Россия=59,51
крутка	393	0	252	141	332	0	226	106	0	0	0	0	0	0	10	3	2	2	5	3	1	1	0	0	0	0	4	4	0	0	0	0	6	5	1	1	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	14	13	0	0	6	2	1	1	2	1	3	2	13	13	0	0	0	0	1	1	2	2	0	0	5	4	0	0	6	5	0	0	1	1	5	5	1	1	1	1	0	0	37	36	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	26	25	1	1	0	0	14	12	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0	0	0	3	3	0	0	0	0	2	2	21	10	0	0	1	1	1	1	9	9	0	0	0	0	0	0	9	9	0	0	130	123	1	1	0	0	0	0	6	6	6	6	0	0	1	1	4	4	2	2	0	0	0	0	1	1	1	1	4	3	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	NA=76,58;Испания=1,1;Израиль=2,2;Португалия=1,1;США=1,1;Минск=3,2;Винницкая область=0,0;Витебская область=2,1;Кипр=1,1;Россия=56,40
парма	378	37	218	123	286	24	166	96	3	2	0	0	0	0	2	2	0	0	21	13	0	0	0	0	0	0	7	4	0	0	0	0	1	1	0	0	0	0	0	0	11	7	1	1	0	0	2	2	0	0	1	1	3	2	1	1	0	0	3	3	5	5	7	6	0	0	29	20	0	0	0	0	2	2	1	1	0	0	0	0	0	0	7	6	0	0	0	0	11	5	2	2	0	0	0	0	4	4	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	5	4	0	0	31	20	0	0	1	1	10	9	0	0	0	0	10	5	1	1	1	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	16	11	0	0	2	2	0	0	1	1	1	1	0	0	0	0	0	0	4	4	1	1	1	1	0	0	0	0	3	3	1	1	0	0	1	1	15	12	0	0	0	0	2	1	4	4	1	1	0	0	0	0	9	9	0	0	82	68	0	0	0	0	0	0	6	6	10	5	0	0	4	4	6	2	0	0	0	0	0	0	1	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	Италия=2,2;NA=75,55;Германия=1,1;Курганская оласть=1,1;Минск=6,5;Франция=0,0;Ивано-Франковская область=2,2;Витебская область=2,2;Великобритания=1,1;Таиланд=0,0;Россия=37,31
поварёшка	375	50	148	177	338	41	140	157	3	3	1	1	0	0	4	4	1	1	7	7	1	1	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	1	1	7	7	6	6	2	2	1	1	0	0	3	3	0	0	2	2	2	2	5	3	0	0	3	3	2	2	6	6	0	0	0	0	1	1	1	1	0	0	7	5	1	1	17	14	0	0	3	2	1	1	2	2	1	1	0	0	1	1	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	2	1	1	1	26	23	3	3	0	0	26	23	0	0	1	1	4	4	2	2	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	2	2	3	3	0	0	5	5	0	0	2	2	1	1	1	1	3	3	0	0	1	1	0	0	1	1	0	0	1	1	2	2	0	0	0	0	0	0	20	18	1	1	0	0	7	2	7	6	2	2	0	0	0	0	5	4	1	1	45	42	0	0	0	0	1	1	4	4	6	6	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	2	2	0	0	1	1	0	0	1	1	2	2	0	0	0	0	1	1	0	0	1	1	0	0	0	0	NA=93,78;Испания=0,0;Израиль=1,1;США=1,1;Ирландия=1,1;Ивано-Франковская область=1,1;Германия=1,1;Таиланд=1,1;Россия=66,62;Индонезия=1,1;?=1,1;Минск=3,3;Астана=4,3;Витебская область=1,1
новостийный	365	93	123	149	170	49	58	63	1	1	0	0	0	0	0	0	0	0	7	3	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	1	1	0	0	0	0	3	1	17	6	0	0	9	3	0	0	3	1	0	0	18	12	0	0	0	0	3	1	1	1	0	0	4	2	4	2	11	5	0	0	0	0	4	2	0	0	0	0	0	0	15	7	0	0	3	1	3	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	17	10	0	0	0	0	16	8	0	0	0	0	2	2	1	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	12	4	0	0	0	0	0	0	6	2	3	1	0	0	0	0	3	2	0	0	93	49	4	2	0	0	4	2	12	4	7	3	3	1	1	1	1	1	1	1	0	0	3	1	0	0	1	1	0	0	3	1	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Черкасская область=1,1;Италия=1,1;NA=79,35;США=6,2;Германия=1,1;Россия=62,24
Кёниг	350	35	167	148	300	26	147	127	8	7	0	0	0	0	5	4	1	1	0	0	1	1	0	0	1	1	9	9	0	0	0	0	2	2	1	1	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	1	1	3	3	0	0	11	10	0	0	3	3	1	1	3	3	0	0	0	0	2	2	1	1	0	0	4	4	1	1	5	5	0	0	35	26	4	4	3	3	1	1	0	0	4	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	40	31	2	2	1	1	9	9	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0	0	0	0	0	1	1	1	1	0	0	4	2	1	1	0	0	0	0	1	1	8	8	3	2	0	0	0	0	28	26	0	0	1	1	3	3	6	1	0	0	0	0	0	0	0	0	0	0	29	22	0	0	0	0	2	2	0	0	4	4	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	Нидерланды=1,1;NA=68,59;США=1,1;Минск=1,1;Витебская область=1,1;Швеция=1,1;Новая Зеландия=0,0;Германия=1,1;Россия=75,63
сталинка	330	109	83	138	261	93	58	110	5	5	0	0	0	0	0	0	3	1	4	2	0	0	0	0	0	0	3	3	0	0	0	0	3	3	0	0	0	0	1	1	12	8	1	1	0	0	1	1	0	0	3	3	0	0	4	3	0	0	1	1	1	1	3	3	0	0	21	17	0	0	0	0	2	2	3	3	0	0	4	4	0	0	10	8	0	0	1	1	11	8	0	0	0	0	0	0	13	10	0	0	4	2	0	0	2	2	0	0	0	0	0	0	1	1	4	2	0	0	36	24	1	1	0	0	20	16	0	0	0	0	0	0	4	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	3	0	0	0	0	0	0	4	4	0	0	0	0	1	1	3	3	0	0	0	0	0	0	2	1	0	0	60	49	0	0	0	0	0	0	8	6	1	1	0	0	2	2	2	2	2	2	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Черкасская область=2,2;Италия=1,1;NA=56,46;Израиль=1,1;Минск=1,1;Винницкая область=1,1;Витебская область=2,2;Могилевская область=1,1;Швеция=1,1;Зимбабве=1,1;Хмельницкая область=0,0;Ирландия=1,1;Франция=1,1;Астана=3,1;Германия=1,1;Великобритания=1,1;Бахрейн=1,1;Россия=69,53
сродный	304	22	168	114	292	22	161	109	5	5	0	0	0	0	0	0	2	2	12	12	1	1	0	0	0	0	1	1	0	0	0	0	3	3	1	1	0	0	0	0	4	3	0	0	0	0	1	1	0	0	0	0	1	1	2	2	0	0	4	4	0	0	3	3	0	0	10	9	0	0	0	0	2	2	4	4	0	0	3	3	0	0	8	8	0	0	0	0	0	0	1	1	0	0	0	0	3	3	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	21	21	0	0	1	1	18	18	0	0	3	3	1	1	6	6	0	0	0	0	1	1	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	5	5	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	6	6	1	1	1	1	7	6	4	4	0	0	1	1	0	0	7	7	0	0	70	67	2	2	0	0	3	3	5	5	2	2	0	0	5	4	2	2	0	0	1	1	2	2	1	1	0	0	1	1	1	1	0	0	1	1	2	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	Черкасская область=2,2;NA=54,53;США=1,1;Хмельницкая область=2,2;Ровненская область=1,1;Винницкая область=2,2;Нидерланды=1,1;Минск=1,1;Монако=1,1;Россия=55,51;Астана=1,1
латка	302	0	182	120	280	0	168	112	3	3	0	0	0	0	2	2	4	3	0	0	2	2	0	0	0	0	6	5	1	1	0	0	0	0	0	0	0	0	0	0	4	4	2	2	0	0	2	2	0	0	0	0	0	0	1	1	0	0	5	4	1	1	1	1	1	1	17	16	0	0	0	0	1	1	3	3	0	0	1	1	0	0	4	4	1	1	0	0	1	1	0	0	1	1	0	0	10	9	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	12	10	1	1	0	0	11	11	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	4	0	0	4	3	0	0	2	2	2	2	0	0	0	0	0	0	13	11	0	0	0	0	1	1	8	8	0	0	1	1	0	0	6	6	0	0	105	96	0	0	0	0	1	1	2	2	2	2	0	0	3	3	1	1	1	1	0	0	0	0	1	1	2	2	0	0	0	0	1	1	0	0	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Минск=5,5;Черкасская область=1,1;NA=75,71;Испания=0,0;?=1,1;США=1,1;Винницкая область=1,1;?Луганская область=1,1;Могилевская область=1,1;Хмельницкая область=0,0;Германия=2,2;Великобритания=1,1;Россия=34,30;Тернопольская область=2,2
ботсад	288	149	74	65	226	116	60	50	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	89	75	0	0	0	0	0	0	2	1	0	0	15	11	3	3	21	16	0	0	2	2	0	0	1	1	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	21	0	0	0	0	25	18	0	0	0	0	1	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	30	24	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5	2	0	0	0	0	0	0	2	2	0	0	161	133	0	0	0	0	0	0	2	2	3	3	0	0	2	1	0	0	0	0	0	0	1	1	2	1	5	5	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Норвегия=0,0;Швейцария=1,1;NA=43,33;Зимбабве=1,1;Ирландия=1,1;Германия=2,1;Великобритания=0,0;Таиланд=1,1;Россия=2,2;Канада=0,0;Минск=0,0
калать	286	0	188	98	175	0	119	56	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	111	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Черкасская область=1,1;Астана=9,8;NA=83,42;Южная Корея=0,0;Испания=1,1;Франция=0,0;Япония=0,0;?=1,1;Россия=4,4
